Tarih,TP_PB_BLV19
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,814616.0
2006-01-01,802235.0
2006-02-01,783039.0
2006-03-01,807888.0
2006-04-01,808179.0
2006-05-01,914914.0
2006-06-01,927505.0
2006-07-01,870189.0
2006-08-01,842579.0
2006-09-01,836971.0
2006-10-01,801324.0
2006-11-01,812870.0
2006-12-01,797464.0
2007-01-01,782758.0
2007-02-01,762547.0
2007-03-01,751032.0
2007-04-01,754844.0
2007-05-01,765284.0
2007-06-01,775572.0
2007-07-01,786464.0
2007-08-01,796575.0
2007-09-01,761773.0
2007-10-01,738937.0
2007-11-01,798629.0
2007-12-01,810312.0
2008-01-01,794278.0
2008-02-01,778461.0
2008-03-01,803037.0
2008-04-01,769779.0
2008-05-01,708785.0
2008-06-01,675610.0
2008-07-01,627245.0
2008-08-01,583789.0
2008-09-01,571098.0
2008-10-01,594769.0
2008-11-01,584924.0
2008-12-01,569103.0
2009-01-01,538182.0
2009-02-01,532733.0
2009-03-01,517001.0
2009-04-01,476185.0
2009-05-01,456179.0
2009-06-01,428937.0
2009-07-01,402290.0
2009-08-01,391998.0
2009-09-01,373634.0
2009-10-01,362271.0
2009-11-01,349739.0
2009-12-01,323730.0
2010-01-01,303190.0
2010-02-01,295988.0
2010-03-01,276338.0
2010-04-01,258215.0
2010-05-01,254232.0
2010-06-01,262133.0
2010-07-01,259130.0
2010-08-01,256550.0
2010-09-01,255898.0
2010-10-01,254586.0
2010-11-01,249063.0
2010-12-01,239458.0
2011-01-01,244984.0
2011-02-01,247741.0
2011-03-01,243010.0
2011-04-01,252552.0
2011-05-01,252740.0
2011-06-01,269405.0
2011-07-01,325233.0
2011-08-01,353762.0
2011-09-01,379035.0
2011-10-01,421512.0
2011-11-01,457686.0
2011-12-01,509103.0
2012-01-01,518408.0
2012-02-01,531053.0
2012-03-01,567007.0
2012-04-01,583667.0
2012-05-01,616171.0
2012-06-01,617699.0
2012-07-01,631862.0
2012-08-01,655185.0
2012-09-01,684259.0
2012-10-01,733269.0
2012-11-01,762968.0
2012-12-01,811639.0
2013-01-01,858121.0
2013-02-01,928542.0
2013-03-01,983070.0
2013-04-01,1054546.0
2013-05-01,1161972.0
2013-06-01,1286635.0
2013-07-01,1415764.0
2013-08-01,1660041.0
2013-09-01,1679126.0
2013-10-01,1697645.0
2013-11-01,1749675.0
2013-12-01,1874555.0
2014-01-01,1980743.0
2014-02-01,1948186.0
2014-03-01,2002113.0
2014-04-01,2073889.0
