Tarih,TP_BKEA_S035
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,22.4
2006-01-01,21.8
2006-04-01,4.7
2006-07-01,11.3
2006-10-01,6.3
2007-01-01,9.5
2007-04-01,5.9
2007-07-01,9.6
2007-10-01,3.9
2008-01-01,2.8
2008-04-01,16.6
2008-07-01,-5.2
2008-10-01,4.0
2009-01-01,17.9
2009-04-01,20.4
2009-07-01,17.8
2009-10-01,15.5
2010-01-01,17.7
2010-04-01,18.3
2010-07-01,-2.3
2010-10-01,3.0
2011-01-01,0.0
2011-04-01,0.0
2011-07-01,0.0
2011-10-01,0.0
2012-01-01,-23.4
2012-04-01,0.0
2012-07-01,5.6
2012-10-01,4.4
2013-01-01,14.4
2013-04-01,0.0
2013-07-01,0.0
2013-10-01,2.3
2014-01-01,11.7
2014-04-01,25.1
2014-07-01,-0.9
2014-10-01,-12.0
2015-01-01,0.0
2015-04-01,0.0
2015-07-01,14.9
2015-10-01,9.5
2016-01-01,-6.0
2016-04-01,0.0
2016-07-01,13.7
2016-10-01,12.4
2017-01-01,0.0
2017-04-01,19.8
2017-07-01,0.0
2017-10-01,1.2
2018-01-01,0.0
2018-04-01,-16.6
2018-07-01,15.9
2018-10-01,11.0
2019-01-01,-8.8
2019-04-01,-3.2
2019-07-01,-15.9
2019-10-01,17.8
2020-01-01,31.2
2020-04-01,17.3
2020-07-01,20.0
2020-10-01,15.9
2021-01-01,0.0
2021-04-01,0.0
2021-07-01,0.0
2021-10-01,0.0
2022-01-01,17.0
2022-04-01,30.8
2022-07-01,37.5
2022-10-01,26.5
2023-01-01,16.5
2023-04-01,16.2
2023-07-01,4.0
2023-10-01,0.0
2024-01-01,-1.0
2024-04-01,-33.3
2024-07-01,-41.3
2024-10-01,-5.7
2025-01-01,7.9
2025-04-01,7.5
2025-07-01,26.8
