Tarih,TP_MB_DVDY27
2000-01-01,8887436.0
2000-02-01,9477366.0
2000-03-01,10303785.0
2000-04-01,10720043.0
2000-05-01,10900195.0
2000-06-01,11745067.0
2000-07-01,11863826.0
2000-08-01,13775305.0
2000-09-01,14074300.0
2000-10-01,14183989.0
2000-11-01,14161805.0
2000-12-01,15466169.0
2001-01-01,14429895.0
2001-02-01,16882137.0
2001-03-01,18138403.0
2001-04-01,19283210.0
2001-05-01,18592509.0
2001-06-01,19904380.0
2001-07-01,17284592.0
2001-08-01,17400163.0
2001-09-01,19152641.0
2001-10-01,19157035.0
2001-11-01,17122774.0
2001-12-01,14383093.0
2002-01-01,13017237.0
2002-02-01,13335141.0
2002-03-01,13134461.0
2002-04-01,11752391.0
2002-05-01,14262079.0
2002-06-01,16586710.0
2002-07-01,17105390.0
2002-08-01,14185410.0
2002-09-01,14380744.0
2002-10-01,15535078.0
2002-11-01,14162113.0
2002-12-01,15783275.0
2003-01-01,15888216.0
2003-02-01,16203393.0
2003-03-01,18358322.0
2003-04-01,16959811.0
2003-05-01,14123822.0
2003-06-01,14015698.0
2003-07-01,15370501.0
2003-08-01,15374493.0
2003-09-01,16629774.0
2003-10-01,17246699.0
2003-11-01,16212874.0
2003-12-01,19052570.0
2004-01-01,17544181.0
2004-02-01,17377882.0
2004-03-01,18778880.0
2004-04-01,21638376.0
2004-05-01,23000788.0
2004-06-01,24446143.0
2004-07-01,22664917.0
2004-08-01,26555604.0
2004-09-01,26855159.0
2004-10-01,27050779.0
2004-11-01,27595346.0
2004-12-01,26150549.0
2005-01-01,26166764.0
2005-02-01,25288807.0
2005-03-01,28066101.0
2005-04-01,29241812.0
2005-05-01,31014353.0
2005-06-01,34345706.0
2005-07-01,35515622.0
2005-08-01,38140168.0
2005-09-01,40733554.0
2005-10-01,39603099.0
2005-11-01,40911805.0
2005-12-01,44933541.0
2006-01-01,43225466.0
2006-02-01,47015912.0
2006-03-01,49112094.0
2006-04-01,51024107.0
2006-05-01,61241558.0
2006-06-01,64257655.0
2006-07-01,61087047.0
2006-08-01,56582380.0
