Tarih,TP_KM_F08
2000-01-01,1346852.0
2000-02-01,1227213.0
2000-03-01,1238986.0
2000-04-01,1315502.0
2000-05-01,1663186.0
2000-06-01,1285193.0
2000-07-01,1544553.0
2000-08-01,1545427.0
2000-09-01,1269330.0
2000-10-01,1568598.0
2000-11-01,1808142.0
2000-12-01,1871527.0
2001-01-01,2516978.0
2001-02-01,2771017.0
2001-03-01,2273323.0
2001-04-01,2574694.0
2001-05-01,2717614.0
2001-06-01,2323693.0
2001-07-01,2919907.0
2001-08-01,3119447.0
2001-09-01,2014825.0
2001-10-01,2429813.0
2001-11-01,2365777.0
2001-12-01,1995838.0
2002-01-01,2882205.0
2002-02-01,2714001.0
2002-03-01,1837295.0
2002-04-01,2234967.0
2002-05-01,2442011.0
2002-06-01,1687346.0
2002-07-01,2558589.0
2002-08-01,2189035.0
2002-09-01,2474135.0
2002-10-01,2677326.0
2002-11-01,2329615.0
2002-12-01,1918756.0
2003-01-01,2265123.0
2003-02-01,2005153.0
2003-03-01,1489107.0
2003-04-01,2054794.0
2003-05-01,1382369.0
2003-06-01,1957168.0
2003-07-01,2016628.0
2003-08-01,1571006.0
2003-09-01,2535670.0
2003-10-01,2784096.0
2003-11-01,2041228.0
2003-12-01,3084645.0
2004-01-01,2090759.0
2004-02-01,1918472.0
2004-03-01,2459016.0
2004-04-01,2462765.0
2004-05-01,2745874.0
2004-06-01,3256775.0
2004-07-01,2208942.0
2004-08-01,3127457.0
2004-09-01,3374959.0
2004-10-01,2778164.0
2004-11-01,4106213.0
2004-12-01,3274530.0
2005-01-01,3193995.0
2005-02-01,3582498.0
2005-03-01,3522674.0
2005-04-01,2756781.0
2005-05-01,3292874.0
2005-06-01,3272536.0
2005-07-01,2387451.0
2005-08-01,3443416.0
2005-09-01,3442304.0
2005-10-01,3726580.0
2005-11-01,3998770.0
2005-12-01,3382901.0
2006-01-01,3708276.0
2006-02-01,4529544.0
2006-03-01,4016280.0
2006-04-01,3121258.0
2006-05-01,4870323.0
2006-06-01,5659719.0
2006-07-01,4339737.0
2006-08-01,4938466.0
2006-09-01,3576041.0
2006-10-01,4257426.0
2006-11-01,4776091.0
2006-12-01,3895954.0
2007-01-01,2771855.0
2007-02-01,2904150.0
2007-03-01,2512833.0
2007-04-01,3241635.0
2007-05-01,2852816.0
2007-06-01,2526124.0
2007-07-01,2731017.0
2007-08-01,2445427.0
2007-09-01,2640017.0
2007-10-01,2749037.0
2007-11-01,2820449.0
2007-12-01,2743676.0
2008-01-01,2618833.0
2008-02-01,2564864.0
2008-03-01,2810523.0
2008-04-01,3020659.0
2008-05-01,2988906.0
2008-06-01,3248334.0
2008-07-01,3204753.0
2008-08-01,3197740.0
2008-09-01,3384022.0
2008-10-01,3191993.0
2008-11-01,3135384.0
2008-12-01,3135037.0
2009-01-01,3071584.0
2009-02-01,3095702.0
2009-03-01,2891382.0
2009-04-01,2951866.0
2009-05-01,2739003.0
2009-06-01,2975892.0
2009-07-01,3087517.0
2009-08-01,2703402.0
2009-09-01,3190806.0
2009-10-01,2990808.0
2009-11-01,3138783.0
2009-12-01,3036683.0
2010-01-01,2906452.0
2010-02-01,3040146.0
2010-03-01,3063954.0
2010-04-01,3221855.0
2010-05-01,2994368.0
2010-06-01,3409429.0
2010-07-01,3280322.0
2010-08-01,3147911.0
2010-09-01,3331624.0
2010-10-01,3361668.0
2010-11-01,3297209.0
2010-12-01,3385284.0
2011-01-01,3195292.0
2011-02-01,3390618.0
2011-03-01,3223763.0
2011-04-01,3289823.0
2011-05-01,3371373.0
2011-06-01,3585756.0
2011-07-01,3611824.0
2011-08-01,3768856.0
2011-09-01,3731428.0
2011-10-01,3798354.0
2011-11-01,4116701.0
