Tarih,TP_ODEAYRSUNUM6_Q178
2013-07-01,208.0
2013-08-01,68.0
2013-09-01,200.0
2013-10-01,408.0
2013-11-01,261.0
2013-12-01,326.0
2014-01-01,200.0
2014-02-01,79.0
2014-03-01,194.0
2014-04-01,375.0
2014-05-01,290.0
2014-06-01,317.0
2014-07-01,218.0
2014-08-01,154.0
2014-09-01,260.0
2014-10-01,387.0
2014-11-01,263.0
2014-12-01,356.0
2015-01-01,416.0
2015-02-01,87.0
2015-03-01,179.0
2015-04-01,285.0
2015-05-01,205.0
2015-06-01,244.0
2015-07-01,174.0
2015-08-01,119.0
2015-09-01,146.0
2015-10-01,204.0
2015-11-01,166.0
2015-12-01,618.0
2016-01-01,142.0
2016-02-01,111.0
2016-03-01,599.0
2016-04-01,222.0
2016-05-01,170.0
2016-06-01,244.0
2016-07-01,169.0
2016-08-01,90.0
2016-09-01,153.0
2016-10-01,209.0
2016-11-01,184.0
2016-12-01,304.0
2017-01-01,170.0
2017-02-01,81.0
2017-03-01,155.0
2017-04-01,234.0
2017-05-01,223.0
2017-06-01,353.0
2017-07-01,193.0
2017-08-01,150.0
2017-09-01,735.0
2017-10-01,221.0
2017-11-01,256.0
2017-12-01,959.0
2018-01-01,191.0
2018-02-01,59.0
2018-03-01,175.0
2018-04-01,213.0
2018-05-01,230.0
2018-06-01,296.0
2018-07-01,155.0
2018-08-01,105.0
2018-09-01,328.0
2018-10-01,151.0
2018-11-01,232.0
2018-12-01,306.0
2019-01-01,166.0
2019-02-01,80.0
2019-03-01,189.0
2019-04-01,138.0
2019-05-01,185.0
2019-06-01,213.0
2019-07-01,124.0
2019-08-01,453.0
2019-09-01,160.0
2019-10-01,115.0
2019-11-01,185.0
2019-12-01,234.0
2020-01-01,75.0
2020-02-01,84.0
2020-03-01,145.0
2020-04-01,103.0
2020-05-01,184.0
2020-06-01,233.0
2020-07-01,64.0
2020-08-01,140.0
2020-09-01,180.0
2020-10-01,108.0
2020-11-01,262.0
2020-12-01,182.0
2021-01-01,71.0
2021-02-01,173.0
2021-03-01,187.0
2021-04-01,94.0
2021-05-01,227.0
2021-06-01,192.0
2021-07-01,70.0
2021-08-01,175.0
2021-09-01,200.0
2021-10-01,71.0
2021-11-01,209.0
2021-12-01,190.0
2022-01-01,104.0
2022-02-01,180.0
2022-03-01,176.0
2022-04-01,98.0
2022-05-01,213.0
2022-06-01,167.0
2022-07-01,107.0
2022-08-01,202.0
2022-09-01,184.0
2022-10-01,91.0
2022-11-01,161.0
2022-12-01,166.0
2023-01-01,106.0
2023-02-01,251.0
2023-03-01,157.0
2023-04-01,100.0
2023-05-01,187.0
2023-06-01,154.0
2023-07-01,115.0
2023-08-01,222.0
2023-09-01,178.0
2023-10-01,101.0
2023-11-01,188.0
2023-12-01,167.0
2024-01-01,109.0
2024-02-01,199.0
2024-03-01,181.0
2024-04-01,104.0
2024-05-01,197.0
2024-06-01,153.0
2024-07-01,163.0
2024-08-01,238.0
2024-09-01,136.0
2024-10-01,97.0
2024-11-01,197.0
2024-12-01,167.0
2025-01-01,132.0
2025-02-01,227.0
2025-03-01,208.0
2025-04-01,74.0
2025-05-01,223.0
2025-06-01,176.0
2025-07-01,197.0
2025-08-01,277.0
