Tarih,TP_PBD_G13
2007-09-01,-36393968.3
2007-10-01,-34026391.0
2007-11-01,-36759701.0
2007-12-01,-31139727.0
2008-01-01,-34917873.0
2008-02-01,-38500894.0
2008-03-01,-35990174.0
2008-04-01,-36555735.0
2008-05-01,-42675789.0
2008-06-01,-46122611.0
2008-07-01,-41231607.0
2008-08-01,-44387017.0
2008-09-01,-39229478.0
2008-10-01,-42386985.0
2008-11-01,-40879365.0
2008-12-01,-31998259.0
2009-01-01,-36376490.0
2009-02-01,-37252141.0
2009-03-01,-31792610.0
2009-04-01,-36451584.0
2009-05-01,-42722387.0
2009-06-01,-37664328.0
2009-07-01,-38894757.0
2009-08-01,-44881904.0
2009-09-01,-42127396.0
2009-10-01,-45953306.0
2009-11-01,-44658132.0
2009-12-01,-39960899.0
2010-01-01,-46172856.0
2010-02-01,-46833861.0
2010-03-01,-42349660.0
2010-04-01,-44076936.0
2010-05-01,-48126704.0
2010-06-01,-42860843.0
2010-07-01,-43500588.0
2010-08-01,-50115791.0
2010-09-01,-43915948.0
2010-10-01,-42274201.0
2010-11-01,-46766591.0
2010-12-01,-37972682.0
2011-01-01,-39385529.0
2011-02-01,-43112363.0
2011-03-01,-41789389.0
2011-04-01,-42996543.0
2011-05-01,-47264890.0
2011-06-01,-49490041.0
2011-07-01,-49187736.0
2011-08-01,-55137689.0
2011-09-01,-53269713.0
2011-10-01,-53626501.0
2011-11-01,-53855083.0
2011-12-01,-45017896.0
2012-01-01,-49507034.0
2012-02-01,-51380246.0
2012-03-01,-46330546.0
2012-04-01,-44555028.0
2012-05-01,-52460135.0
2012-06-01,-49721063.0
2012-07-01,-49423612.0
2012-08-01,-53820053.0
2012-09-01,-53417464.0
2012-10-01,-51649981.0
2012-11-01,-57966828.0
2012-12-01,-51059208.0
2013-01-01,-53340134.0
2013-02-01,-55712841.0
2013-03-01,-52094793.0
2013-04-01,-55213316.0
2013-05-01,-66382983.0
2013-06-01,-65084858.0
2013-07-01,-64098814.0
2013-08-01,-71357321.0
2013-09-01,-69893576.0
2013-10-01,-67397803.0
2013-11-01,-75199397.0
2013-12-01,-64374666.0
2014-01-01,-69500114.0
2014-02-01,-72509858.0
2014-03-01,-68547864.0
2014-04-01,-64981014.0
2014-05-01,-72434876.0
2014-06-01,-64590109.0
2014-07-01,-56218006.0
2014-08-01,-66255023.0
2014-09-01,-62043309.0
2014-10-01,-62148771.0
2014-11-01,-70991713.0
2014-12-01,-64348132.0
2015-01-01,-74689898.0
2015-02-01,-81768121.0
2015-03-01,-70104067.0
2015-04-01,-76812235.0
2015-05-01,-83204489.0
2015-06-01,-83088719.0
2015-07-01,-77426149.0
2015-08-01,-91887952.0
2015-09-01,-80543008.0
2015-10-01,-88270480.0
2015-11-01,-90721242.0
2015-12-01,-82866098.0
2016-01-01,-83878449.0
2016-02-01,-84498267.0
2016-03-01,-80929181.0
2016-04-01,-86952483.0
2016-05-01,-101296103.0
2016-06-01,-91988521.0
2016-07-01,-91043455.0
2016-08-01,-98795134.0
2016-09-01,-82918097.0
2016-10-01,-88597278.0
2016-11-01,-101571274.0
2016-12-01,-84702612.0
2017-01-01,-107092302.0
2017-02-01,-99221882.0
2017-03-01,-86018784.0
2017-04-01,-84503080.0
2017-05-01,-102187522.0
2017-06-01,-96298746.0
2017-07-01,-101497277.0
2017-08-01,-109327598.0
2017-09-01,-118141006.0
2017-10-01,-121375838.0
2017-11-01,-134577508.0
2017-12-01,-114793141.0
2018-01-01,-130675722.0
2018-02-01,-134894745.0
2018-03-01,-111587691.0
2018-04-01,-117482250.0
2018-05-01,-126956936.0
2018-06-01,-102347804.0
2018-07-01,-110742244.0
2018-08-01,-118378961.0
2018-09-01,-117804880.0
2018-10-01,-119273375.0
2018-11-01,-121868225.0
2018-12-01,-115587664.0
2019-01-01,-138749674.0
2019-02-01,-165146781.0
2019-03-01,-140677333.0
2019-04-01,-129476306.0
2019-05-01,-111703530.0
2019-06-01,-115549270.0
2019-07-01,-139652115.0
2019-08-01,-151394984.0
2019-09-01,-145026537.0
2019-10-01,-140875778.0
2019-11-01,-165647294.0
2019-12-01,-160710244.0
2020-01-01,-184546212.0
2020-02-01,-223240754.0
2020-03-01,-217325337.0
2020-04-01,-233776701.0
2020-05-01,-249991523.0
2020-06-01,-222069044.0
2020-07-01,-236547149.0
2020-08-01,-313043877.0
2020-09-01,-284562473.0
2020-10-01,-286605560.0
2020-11-01,-283746763.0
2020-12-01,-258136123.0
2021-01-01,-249893286.0
2021-02-01,-285331480.0
2021-03-01,-316033938.0
2021-04-01,-287131416.0
2021-05-01,-278982229.0
2021-06-01,-275839868.0
2021-07-01,-262304237.0
2021-08-01,-378349250.0
2021-09-01,-400004177.0
2021-10-01,-391851651.0
2021-11-01,-501515662.0
2021-12-01,-429393556.0
2022-01-01,-449406306.0
2022-02-01,-537384445.0
2022-03-01,-529553226.0
2022-04-01,-499283693.0
2022-05-01,-679094144.0
2022-06-01,-735298207.0
2022-07-01,-719770464.0
2022-08-01,-754431034.0
2022-09-01,-696393626.0
2022-10-01,-715028570.0
2022-11-01,-877370963.0
2022-12-01,-870982480.0
2023-01-01,-957340729.0
2023-02-01,-914836203.0
2023-03-01,-1041932245.0
2023-04-01,-965579248.0
2023-05-01,-1109698982.0
2023-06-01,-1102095530.0
2023-07-01,-1155228170.0
2023-08-01,-1377456989.0
2023-09-01,-1372571868.0
2023-10-01,-1361915565.0
2023-11-01,-1630273757.0
2023-12-01,-1518500276.0
2024-01-01,-1487525653.0
2024-02-01,-1451984912.0
2024-03-01,-1336473662.0
2024-04-01,-1239972882.0
2024-05-01,-1614317629.0
2024-06-01,-1495315661.0
2024-07-01,-1455414387.0
2024-08-01,-1350629451.0
2024-09-01,-1331986961.0
2024-10-01,-1409146937.0
2024-11-01,-1531870040.0
2024-12-01,-1384692210.0
2025-01-01,-1474346037.0
2025-02-01,-1392516041.0
2025-03-01,-1146066819.0
2025-04-01,-1237502334.0
2025-05-01,-1722244167.0
2025-06-01,-1690884499.0
2025-07-01,-2052723778.0
2025-08-01,-2505122512.0
