Tarih,TP_IYA_INTM2_S22_X
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,438.0
2007-02-01,493.0
2007-03-01,460.0
2007-04-01,540.0
2007-05-01,534.0
2007-06-01,558.0
2007-07-01,535.0
2007-08-01,546.0
2007-09-01,564.0
2007-10-01,566.0
2007-11-01,587.0
2007-12-01,534.0
2008-01-01,544.0
2008-02-01,534.0
2008-03-01,581.0
2008-04-01,528.0
2008-05-01,559.0
2008-06-01,563.0
2008-07-01,544.0
2008-08-01,527.0
2008-09-01,568.0
2008-10-01,648.0
2008-11-01,566.0
2008-12-01,541.0
2009-01-01,721.0
2009-02-01,716.0
2009-03-01,697.0
2009-04-01,731.0
2009-05-01,730.0
2009-06-01,736.0
2009-07-01,716.0
2009-08-01,743.0
2009-09-01,745.0
2009-10-01,716.0
2009-11-01,746.0
2009-12-01,743.0
2010-01-01,741.0
2010-02-01,740.0
2010-03-01,722.0
2010-04-01,737.0
2010-05-01,728.0
2010-06-01,755.0
2010-07-01,865.0
2010-08-01,868.0
2010-09-01,862.0
2010-10-01,853.0
2010-11-01,809.0
2010-12-01,897.0
2011-01-01,858.0
2011-02-01,851.0
2011-03-01,880.0
2011-04-01,856.0
2011-05-01,805.0
2011-06-01,851.0
2011-07-01,936.0
2011-08-01,971.0
2011-09-01,1002.0
2011-10-01,957.0
2011-11-01,989.0
2011-12-01,974.0
2012-01-01,962.0
2012-02-01,1012.0
2012-03-01,1025.0
2012-04-01,956.0
2012-05-01,993.0
2012-06-01,994.0
2012-07-01,939.0
2012-08-01,950.0
2012-09-01,952.0
2012-10-01,954.0
2012-11-01,949.0
2012-12-01,925.0
2013-01-01,895.0
2013-02-01,932.0
2013-03-01,924.0
2013-04-01,949.0
2013-05-01,959.0
2013-06-01,963.0
2013-07-01,1058.0
2013-08-01,1065.0
2013-09-01,1043.0
2013-10-01,1039.0
2013-11-01,1037.0
2013-12-01,1085.0
2014-01-01,1034.0
2014-02-01,1054.0
2014-03-01,1051.0
2014-04-01,1013.0
2014-05-01,1040.0
2014-06-01,1036.0
2014-07-01,1049.0
2014-08-01,1034.0
2014-09-01,1032.0
2014-10-01,1021.0
2014-11-01,1014.0
2014-12-01,1030.0
2015-01-01,1001.0
2015-02-01,1009.0
2015-03-01,1002.0
